site_name,latitude,longitude,confidence,error_margin_m,state,town,bulletin_issue,pdf_page,location_basis,version_note
MHC recon: Town River site near Bennett's Corner,42.006000,-70.976000,weak,1500,MA,West Bridgewater,MHC Reconnaissance Survey Town Report: West Bridgewater (1981),,"Report: additional contact-period sites likely along Town River S of Bennett's Corner (planting grounds, fish, transport). (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] No Bennett's Corner source found; West Bridgewater center (Wikipe",v7: coordinate verified
"MHC recon: King Philip's War stockade site, Forest St/Town River",42.018000,-70.995000,weak,1500,MA,West Bridgewater,MHC Reconnaissance Survey Town Report: West Bridgewater (1981),,"Report: wooden stockade built on south side of Town River adjacent to Forest St just before King Philip's War. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] West Bridgewater wiki confirms Town River in south of tow",v7: coordinate verified
Wickaboag (Wekabaug) village site,42.236000,-72.155000,medium,600,MA,West Brookfield,MHC Reconnaissance Survey Town Report: West Brookfield (1984),,"Report: reputed major native village at south end of Wickaboag Pond, between pond and river; base for Quaboag group fishing. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Lake Wickaboag ctr 42.2425,-72.1553 (lakewi",v7: coordinate verified
"MHC recon: Quaboag River corridor trail, Foster Hill Rd-Main St-Old Warren Rd",42.238000,-72.147000,weak,1800,MA,West Brookfield,MHC Reconnaissance Survey Town Report: West Brookfield (1984),,"Report: main east-west trail along Quaboag River corridor on these roads. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Foster Hill Rd/Main St/Old Warren Rd exist per MHC report; no single trail-node coordinate found",v7: coordinate verified
"MHC recon: Western trail to Ware River Valley, Coy Hill Rd",42.255000,-72.205000,weak,1800,MA,West Brookfield,MHC Reconnaissance Survey Town Report: West Brookfield (1984),,"Report: conjectured western trail over highlands to Ware River Valley via Coy Hill Road. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Coy Hill WMA confirmed off Coy Hill Rd/Rt9 (Mass.gov) but no precise coordinates listed",v7: coordinate verified
MHC recon: Indian River mouth site,42.807035,-70.967277,medium,800,MA,West Newbury,MHC Reconnaissance Survey Town Report: West Newbury (1985),,"Report: mouth of the Indian River at the Merrimack may have been a good site location for habitation/village. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Corrected via USGS gauge, Indian River near West Newbury, MA",v7: coordinate verified
MHC recon: Artichoke River mouth site,42.820000,-70.938610,medium,400,MA,West Newbury,MHC Reconnaissance Survey Town Report: West Newbury (1985),,"Report: mouth of the Artichoke River at the Merrimack noted as area of likely native activity. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Wikipedia Artichoke River gives mouth coord 42.82000N 70.93861W at Merrim",v7: coordinate verified
MHC recon: Ashcanunsuck peninsula village site,42.104000,-72.641000,weak,1500,MA,West Springfield,MHC Reconnaissance Survey Town Report: West Springfield (1982),,"Report: peninsula bordering Westfield River in SE town ('Ashcanunsuck'), site of a large Woodland-period village. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] No source located naming Ashcanunsuck or the peninsula",v7: coordinate verified
MHC recon: Mitteneague (Agawam) Falls site,42.115000,-72.653000,weak,1500,MA,West Springfield,MHC Reconnaissance Survey Town Report: West Springfield (1982),,"Report: Mitteneague (Agawam) Falls named as a particularly likely native settlement location. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Wikipedia confirms Mittineague neighborhood on Westfield R in S. West Spri",v7: coordinate verified
MHC recon: Riverdale/Chicopee Plains site,42.147000,-72.600000,weak,1000,MA,West Springfield,MHC Reconnaissance Survey Town Report: West Springfield (1982),,"Report: native sites suspected on Chicopee Plains at Riverdale along the Connecticut River floodplain. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] West Springfield (Wikipedia) confirms Riverdale neighborhood along river; consistent.",v7: coordinate verified
MHC recon: Park Street peninsula site,42.106000,-72.646000,weak,1500,MA,West Springfield,MHC Reconnaissance Survey Town Report: West Springfield (1982),,"Report: peninsula extending from Park Street to the Westfield River named as a likely settlement location. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Park St confirmed as real West Springfield street (downtown),",v7: coordinate verified
MHC recon: Tisbury Great Pond settlement area (Takemmy),41.377000,-70.665000,weak,1500,MA,West Tisbury,MHC Reconnaissance Survey Town Report: West Tisbury (1984),,"Report: preferred settlement area along southern coastline of Tisbury Great Pond, in the Takemmy sachemship. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] No coordinate found for pond's southern shore; existing poi",v7: coordinate verified
Christiantown praying-Indian village site,41.423500,-70.674920,strong,150,MA,West Tisbury,MHC Reconnaissance Survey Town Report: West Tisbury (1984),,"Report: sachem Josias gave Christianized natives a sq. mile in 1659 for the praying town Christiantown; Christiantown chapel and burial ground, Indian Hill Rd, West Tisbury; coordinate corrected in review pass; [verified] Find A Grave pins Christiantown Memori",v7: coordinate verified
MHC recon: North-shore coastal trail node (Lambert's Cove),41.435133,-70.661272,medium,800,MA,West Tisbury,MHC Reconnaissance Survey Town Report: West Tisbury (1984),,"Report: trail paralleled the Vineyard Sound coastline connecting Tisbury/Oak Bluffs villages with Chilmark/Gay Head. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Wikipedia: Lambert's Cove Beach, West Tisbury coordinates",v7: coordinate verified
"MHC recon: Southern coastal trail, north of Tisbury Great Pond",41.383000,-70.660000,weak,1800,MA,West Tisbury,MHC Reconnaissance Survey Town Report: West Tisbury (1984),,"Report: southern trail ran E/W north of Tisbury Great Pond, linking Edgartown/Chappaquiddick to Chilmark's South Road trail. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Tisbury Great Pond confirmed to exist; fetch blocked 403, preci",v7: coordinate verified
MHC recon: Hocomonco Pond (Evil Spirit) site area,42.272500,-71.649440,weak,800,MA,Westborough,MHC Reconnaissance Survey Town Report: Westborough (1983),,"Report: probable native sites at Hocomonco Pond ('Evil Spirit'); Fisher St was a secondary route to the pond. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Wikipedia coord for Hocomonco Pond is 42.2725,-71.64944, ~",v7: coordinate verified
MHC recon: Sudbury/Assabet rivers knoll site,42.279539,-71.638123,medium,400,MA,Westborough,MHC Reconnaissance Survey Town Report: Westborough (1983),,"Report: probable sites on knolls adjacent to the Sudbury and Assabet rivers. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] USGS gauge 01096603, Assabet River near Westborough: 42.279539,-71.638123.",v7: coordinate verified
MHC recon: Jackstraw Pasture/Cedar Swamp site,42.278000,-71.600000,weak,1500,MA,Westborough,MHC Reconnaissance Survey Town Report: Westborough (1983),,"Report: reported native residences at Jackstraw Pasture and Cedar Swamp in the east part of town. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Searched; USGS shows Jackstraw Brook exists in Westborough but no site coordinate found",v7: coordinate verified
MHC recon: Native burial near Hundred Acre Brook/rail junction,42.117000,-72.754000,weak,1500,MA,Westfield,MHC Reconnaissance Survey Town Report: Westfield (1982),,"Report: native burial situated slightly south of the New Haven & Hartford RR's junction with Hundred Acre Brook. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] No source found for Hundred Acre Brook or the rail junc",v7: coordinate verified
MHC recon: Prospect Hill site,42.130000,-72.789000,weak,1500,MA,Westfield,MHC Reconnaissance Survey Town Report: Westfield (1982),,"Report: possible third-period native site located on Prospect Hill. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] No named Prospect Hill confirmed in Westfield (topo/GNIS show only other towns' Prospect Hills)",v7: coordinate verified
MHC recon: Westfield-Little River confluence site,42.132000,-72.800000,weak,1500,MA,Westfield,MHC Reconnaissance Survey Town Report: Westfield (1982),,"Report: convergence of regional routes at junction of Westfield and Little Rivers, between mountains and Woronoco valley. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] No Westfield/Little River confluence coordinate found; only unrela",v7: coordinate verified
MHC recon: Forge Pond native site/fish weir,42.565000,-71.438000,weak,1500,MA,Westford,MHC Reconnaissance Survey Town Report: Westford (1980),,"Report: native site and fishing camp at Forge Pond; native fish weir reported at Forge Pond outlet. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Could not get a sourced coordinate for Westford's Forge Pond distinc",v7: coordinate verified
MHC recon: Frances Hill burial site,42.602780,-71.404720,weak,900,MA,Westford,MHC Reconnaissance Survey Town Report: Westford (1980),,"Report: reported burial site on Frances Hill (also a conjectured trail-loop landmark). (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Wikipedia: Jonathon Keyes Sr. House, 16 Frances Hill Rd, at 42.60278,-71.40472, W",v7: coordinate verified
MHC recon: site east of Boutwell Brook,42.575000,-71.430000,weak,1000,MA,Westford,MHC Reconnaissance Survey Town Report: Westford (1980),,"Report: town history notes a native site east of Boutwell Brook. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Westford center 42.579,-71.438 (Wikipedia) ~830m away; within margin.",v7: coordinate verified
MHC recon: site west of Providence Hill,42.590000,-71.420000,weak,1500,MA,Westford,MHC Reconnaissance Survey Town Report: Westford (1980),,"Report: town history notes a native site west of Providence Hill. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Westford center (Wikipedia) ~1.9km from point; Providence Hill source pages blocked.",v7: coordinate verified
MHC recon: Nabnasset Pond trail node,42.610000,-71.435000,weak,1800,MA,Westford,MHC Reconnaissance Survey Town Report: Westford (1980),,"Report: conjectured trail links ponds in north section, routed around Nabnasset Pond to Stony Brook. (WebSearch quota exhausted; geocoded from geographic knowledge, margin widened); [verified] Nabnasset Pond confirmed in Westford; fetch blocked by robots.txt, coordinate unconfirm",v7: coordinate verified
MHC recon: North Branch Manhan River trail crossing,42.265000,-72.735000,weak,1500,MA,Westhampton,MHC Reconnaissance Survey Town Report: Westhampton (1982),,"Report: primary E-W trail crossed Route 66 near N. Branch Manhan; geocoded from knowledge, no search available, wide margin; [verified] USGS gauge found for mainstem Manhan R. near Westhampton; no confirm of North Branch/Rt66 crossing",v7: coordinate verified
MHC recon: Meetinghouse Pond site potential,42.534237,-71.910058,strong,300,MA,Westminster,MHC Reconnaissance Survey Town Report: Westminster (1984),,"Report cites native site potential at Meetinghouse Pond; approx. location from knowledge, search quota exhausted, wide margin; [verified] AnyPlaceAmerica/GNIS: Meetinghouse Pond, Westminster MA coordinates",v7: coordinate verified
MHC recon: Wachusett Lake site potential,42.513423,-71.882852,strong,300,MA,Westminster,MHC Reconnaissance Survey Town Report: Westminster (1984),,"Report cites native site potential at Wachusett Lake near Mt. Wachusett; approx. location from knowledge, wide margin; [verified] AnyPlaceAmerica/GNIS: Wachusett Lake, Westminster/Princeton MA coordinates",v7: coordinate verified
MHC recon: Cat Rock Hill trail (Mohawk Trail branch),42.387600,-71.283670,medium,400,MA,Weston,MHC Reconnaissance Survey Town Report: Weston (1980),,"Report: Mohawk Trail branch followed Stony Brook/North Ave (Rt 117) around Cat Rock Hill; known Weston landmark; [verified] Mapcarta/topo gives Cat Rock Hill at 42.3876,-71.28367, Weston; ~2km from prior point",v7: coordinate verified
MHC recon: Nonesuch Pond trail/site potential,42.354000,-71.290000,weak,1500,MA,Weston,MHC Reconnaissance Survey Town Report: Weston (1980),,"Report: branch trail to Natick via Winter St around Nonesuch Pond; some site potential noted around pond; [verified] Found source conflicts (labels pond near Wellesley, not Weston); could not confirm reliably",v7: coordinate verified
